customer_id,signup_date,plan_type,monthly_fee,acquisition_cost,churn_date
1621,2024-04-14,Basic,50,30,Null
1622,2024-02-24,Enterprise,500,200,Null
1623,2025-05-15,Enterprise,500,200,Null
1624,2024-07-27,Enterprise,500,200,2024-09-19
1625,2024-01-07,Basic,50,30,Null
1626,2024-05-30,Basic,50,30,Null
1627,2024-08-26,Enterprise,500,200,Null
1628,2024-10-14,Basic,50,30,Null
1629,2024-11-21,Pro,200,100,2025-04-21
1630,2024-01-30,Basic,50,30,Null
1631,2025-02-08,Enterprise,500,200,Null
1632,2024-11-19,Pro,200,100,Null
1633,2024-02-16,Enterprise,500,200,Null
1634,2024-08-11,Enterprise,500,200,Null
1635,2024-01-30,Enterprise,500,200,Null
1636,2024-08-11,Enterprise,500,200,Null
1637,2025-05-21,Enterprise,500,200,Null
1638,2025-03-23,Pro,200,100,Null
1639,2024-09-06,Pro,200,100,Null
1640,2024-11-28,Basic,50,30,Null
1641,2024-07-25,Basic,50,30,Null
1642,2025-01-18,Enterprise,500,200,Null
1643,2024-06-24,Basic,50,30,Null
1644,2024-11-07,Enterprise,500,200,Null
1645,2025-02-20,Basic,50,30,Null
1646,2025-03-14,Enterprise,500,200,Null
1647,2024-12-11,Basic,50,30,Null
1648,2025-04-16,Basic,50,30,Null
1649,2025-06-14,Pro,200,100,Null
1650,2025-04-09,Pro,200,100,Null
1651,2025-06-02,Enterprise,500,200,Null
1652,2024-06-30,Basic,50,30,Null
1653,2024-04-23,Pro,200,100,Null
1654,2025-03-02,Basic,50,30,Null
1655,2025-01-20,Basic,50,30,Null
1656,2024-10-01,Pro,200,100,2025-01-15
1657,2024-12-14,Basic,50,30,Null
1658,2024-12-21,Enterprise,500,200,Null
1659,2024-06-20,Pro,200,100,Null
1660,2024-03-11,Enterprise,500,200,Null
1661,2024-03-22,Basic,50,30,Null
1662,2025-06-28,Pro,200,100,Null
1663,2024-07-20,Basic,50,30,Null
1664,2024-01-23,Enterprise,500,200,Null
1665,2024-08-20,Enterprise,500,200,Null
1666,2025-05-08,Basic,50,30,Null
1667,2025-01-03,Basic,50,30,Null
1668,2024-12-18,Enterprise,500,200,Null
1669,2024-04-17,Enterprise,500,200,Null
1670,2025-01-28,Basic,50,30,Null
1671,2024-09-19,Basic,50,30,Null
1672,2024-08-19,Basic,50,30,2024-09-25
1673,2025-03-10,Enterprise,500,200,Null
1674,2024-02-07,Pro,200,100,Null
1675,2024-07-05,Pro,200,100,Null
1676,2024-07-18,Enterprise,500,200,Null
1677,2024-04-18,Basic,50,30,Null
1678,2024-02-08,Enterprise,500,200,Null
1679,2025-02-27,Basic,50,30,Null
1680,2025-03-23,Pro,200,100,Null
1681,2024-12-10,Enterprise,500,200,Null
1682,2024-04-04,Basic,50,30,Null
1683,2024-03-06,Pro,200,100,2025-06-14
1684,2025-05-05,Enterprise,500,200,Null
1685,2024-09-13,Pro,200,100,Null
1686,2024-04-19,Basic,50,30,2025-04-21
1687,2024-04-29,Enterprise,500,200,Null
1688,2024-12-23,Basic,50,30,Null
1689,2025-02-13,Basic,50,30,Null
1690,2024-06-21,Pro,200,100,Null
1691,2024-09-29,Enterprise,500,200,Null
1692,2024-08-06,Pro,200,100,Null
1693,2025-06-05,Basic,50,30,Null
1694,2025-03-19,Pro,200,100,Null
1695,2024-10-08,Pro,200,100,Null
1696,2025-02-12,Enterprise,500,200,Null
1697,2025-04-24,Basic,50,30,2025-06-13
1698,2025-06-11,Pro,200,100,Null
1699,2024-01-07,Pro,200,100,Null
1700,2025-06-30,Basic,50,30,Null
1701,2024-09-12,Basic,50,30,Null
1702,2024-12-07,Enterprise,500,200,Null
1703,2024-10-24,Basic,50,30,Null
1704,2025-01-30,Basic,50,30,Null
1705,2025-04-16,Pro,200,100,Null
1706,2024-07-17,Enterprise,500,200,Null
1707,2025-03-04,Enterprise,500,200,Null
1708,2024-03-05,Basic,50,30,Null
1709,2024-07-11,Pro,200,100,2025-03-10
1710,2024-04-16,Basic,50,30,Null
1711,2025-03-07,Basic,50,30,Null
1712,2025-06-10,Basic,50,30,Null
1713,2024-09-01,Enterprise,500,200,2024-10-05
1714,2024-07-24,Enterprise,500,200,2024-09-03
1715,2024-06-07,Enterprise,500,200,Null
1716,2024-07-31,Basic,50,30,Null
1717,2025-06-16,Basic,50,30,2025-06-30
1718,2025-02-16,Basic,50,30,Null
1719,2025-01-31,Pro,200,100,Null
1720,2024-11-30,Basic,50,30,Null
1721,2024-10-28,Basic,50,30,2025-04-03
1722,2024-08-15,Enterprise,500,200,Null
1723,2024-01-03,Enterprise,500,200,Null
1724,2024-11-20,Enterprise,500,200,2025-04-02
1725,2025-06-29,Enterprise,500,200,Null
1726,2025-03-01,Basic,50,30,2025-04-30
1727,2025-01-18,Pro,200,100,2025-06-22
1728,2025-06-25,Enterprise,500,200,Null
1729,2025-05-08,Enterprise,500,200,Null
1730,2024-07-15,Enterprise,500,200,Null
1731,2024-03-05,Enterprise,500,200,Null
1732,2025-01-02,Enterprise,500,200,Null
1733,2024-03-29,Pro,200,100,Null
1734,2024-01-30,Pro,200,100,Null
1735,2025-05-05,Basic,50,30,Null
1736,2024-12-18,Enterprise,500,200,2025-02-25
1737,2024-06-05,Pro,200,100,2024-10-09
1738,2024-02-22,Pro,200,100,Null
1739,2024-08-12,Pro,200,100,Null
1740,2025-02-10,Enterprise,500,200,Null
1741,2024-03-10,Enterprise,500,200,Null
1742,2024-01-11,Pro,200,100,Null
1743,2025-02-21,Enterprise,500,200,Null
1744,2025-05-24,Basic,50,30,Null
1745,2024-02-27,Basic,50,30,Null
1746,2024-05-28,Basic,50,30,Null
1747,2024-05-09,Pro,200,100,2024-07-21
1748,2024-02-04,Pro,200,100,Null
1749,2025-04-22,Pro,200,100,Null
1750,2024-10-24,Enterprise,500,200,2025-05-10
1751,2024-06-23,Basic,50,30,Null
1752,2024-08-20,Basic,50,30,Null
1753,2024-09-26,Pro,200,100,Null
1754,2025-03-05,Basic,50,30,Null
1755,2024-03-28,Enterprise,500,200,Null
1756,2024-03-07,Pro,200,100,Null
1757,2024-05-03,Basic,50,30,Null
1758,2024-04-25,Basic,50,30,Null
1759,2024-05-05,Pro,200,100,2024-12-13
1760,2024-12-23,Basic,50,30,Null
1761,2024-11-27,Basic,50,30,Null
1762,2024-05-25,Basic,50,30,Null
1763,2024-07-12,Pro,200,100,Null
1764,2024-12-04,Enterprise,500,200,2025-01-10
1765,2024-06-16,Basic,50,30,2024-12-02
1766,2025-03-27,Basic,50,30,Null
1767,2024-12-31,Pro,200,100,2025-04-09
1768,2025-06-22,Pro,200,100,2025-06-30
1769,2025-06-19,Enterprise,500,200,Null
1770,2024-05-05,Pro,200,100,Null
1771,2024-07-10,Enterprise,500,200,Null
1772,2025-06-27,Enterprise,500,200,Null
1773,2024-08-26,Basic,50,30,Null
1774,2024-10-29,Basic,50,30,Null
1775,2024-05-20,Pro,200,100,Null
1776,2025-02-02,Enterprise,500,200,Null
1777,2024-01-06,Basic,50,30,Null
1778,2024-01-09,Basic,50,30,Null
1779,2024-11-09,Basic,50,30,Null
1780,2024-08-24,Basic,50,30,Null
1781,2024-04-20,Basic,50,30,Null
1782,2025-04-24,Pro,200,100,Null
1783,2024-09-26,Pro,200,100,Null
1784,2024-10-29,Pro,200,100,Null
1785,2024-10-07,Basic,50,30,Null
1786,2024-06-30,Enterprise,500,200,Null
1787,2024-04-02,Enterprise,500,200,Null
1788,2025-04-03,Pro,200,100,Null
1789,2025-02-21,Enterprise,500,200,Null
1790,2024-12-08,Pro,200,100,Null
1791,2025-05-24,Pro,200,100,2025-06-23
1792,2024-10-16,Basic,50,30,Null
1793,2024-02-03,Basic,50,30,Null
1794,2024-09-29,Enterprise,500,200,Null
1795,2024-09-10,Enterprise,500,200,Null
1796,2024-03-13,Basic,50,30,Null
1797,2025-03-07,Basic,50,30,Null
1798,2024-10-27,Enterprise,500,200,Null
1799,2024-10-24,Basic,50,30,Null
1800,2025-03-27,Pro,200,100,Null
1801,2025-03-04,Enterprise,500,200,Null
1802,2025-02-01,Enterprise,500,200,Null
1803,2024-02-25,Enterprise,500,200,Null
1804,2025-01-04,Basic,50,30,Null
1805,2024-10-21,Pro,200,100,Null
1806,2024-12-16,Enterprise,500,200,2025-03-18
1807,2024-12-06,Basic,50,30,2025-03-13
1808,2024-11-04,Enterprise,500,200,Null
1809,2025-06-23,Pro,200,100,Null
1810,2024-12-17,Enterprise,500,200,2025-03-23
1811,2025-02-27,Enterprise,500,200,Null
1812,2024-10-20,Pro,200,100,Null
1813,2024-12-01,Basic,50,30,Null
1814,2024-09-16,Basic,50,30,Null
1815,2024-02-20,Pro,200,100,Null
1816,2024-03-27,Pro,200,100,Null
1817,2024-04-21,Enterprise,500,200,2024-05-26
1818,2025-01-28,Enterprise,500,200,Null
1819,2024-09-24,Pro,200,100,Null
1820,2024-02-14,Pro,200,100,Null
1821,2024-08-31,Basic,50,30,Null
1822,2025-02-05,Basic,50,30,2025-03-24
1823,2025-05-06,Pro,200,100,Null
1824,2025-05-16,Pro,200,100,2025-06-15
1825,2025-04-11,Pro,200,100,Null
1826,2025-05-17,Enterprise,500,200,Null
1827,2024-08-11,Enterprise,500,200,Null
1828,2025-06-18,Pro,200,100,Null
1829,2024-06-12,Enterprise,500,200,Null
1830,2024-11-01,Enterprise,500,200,Null
1831,2024-01-13,Pro,200,100,Null
1832,2025-02-16,Enterprise,500,200,Null
1833,2024-07-25,Pro,200,100,Null
1834,2025-03-04,Pro,200,100,2025-06-02
1835,2024-04-06,Basic,50,30,Null
1836,2025-01-10,Enterprise,500,200,Null
1837,2025-01-01,Enterprise,500,200,Null
1838,2024-10-31,Pro,200,100,Null
1839,2025-03-26,Basic,50,30,Null
1840,2025-05-28,Basic,50,30,Null
1841,2025-01-20,Enterprise,500,200,Null
1842,2024-06-17,Basic,50,30,Null
1843,2024-02-27,Pro,200,100,Null
1844,2024-02-10,Basic,50,30,2025-03-12
1845,2024-01-08,Basic,50,30,Null
1846,2024-09-26,Enterprise,500,200,Null
1847,2025-06-27,Enterprise,500,200,Null
1848,2025-03-19,Basic,50,30,Null
1849,2024-11-15,Basic,50,30,Null
1850,2024-01-09,Pro,200,100,Null
1851,2024-01-11,Pro,200,100,Null
1852,2025-05-20,Enterprise,500,200,Null
1853,2024-05-14,Pro,200,100,Null
1854,2025-05-21,Pro,200,100,Null
1855,2025-06-10,Pro,200,100,Null
1856,2025-03-13,Basic,50,30,Null
1857,2024-12-30,Pro,200,100,Null
1858,2024-03-28,Pro,200,100,Null
1859,2024-03-22,Pro,200,100,Null
1860,2024-11-01,Basic,50,30,Null
1861,2025-03-05,Pro,200,100,Null
1862,2024-10-12,Enterprise,500,200,Null
1863,2024-05-22,Basic,50,30,Null
1864,2024-08-04,Pro,200,100,Null
1865,2024-04-08,Pro,200,100,Null
1866,2024-07-30,Pro,200,100,Null
1867,2024-05-04,Pro,200,100,Null
1868,2025-06-22,Pro,200,100,Null
1869,2024-05-21,Basic,50,30,Null
1870,2024-07-23,Pro,200,100,Null
1871,2025-04-22,Pro,200,100,Null
1872,2024-09-23,Basic,50,30,Null
1873,2024-02-24,Basic,50,30,Null
1874,2025-01-05,Basic,50,30,Null
1875,2024-02-05,Pro,200,100,Null
1876,2024-12-05,Basic,50,30,2025-05-13
1877,2025-01-28,Pro,200,100,Null
1878,2024-11-26,Pro,200,100,Null
1879,2024-11-13,Basic,50,30,Null
1880,2025-03-09,Pro,200,100,Null
1881,2024-11-19,Basic,50,30,Null
1882,2024-08-10,Enterprise,500,200,Null
1883,2025-02-16,Basic,50,30,2025-04-07
1884,2024-12-20,Pro,200,100,Null
1885,2024-06-26,Pro,200,100,Null
1886,2025-01-30,Basic,50,30,Null
1887,2024-06-20,Basic,50,30,Null
1888,2025-01-01,Pro,200,100,Null
1889,2024-01-15,Basic,50,30,2024-10-29
1890,2024-11-24,Pro,200,100,Null
1891,2025-03-30,Basic,50,30,Null
1892,2025-06-11,Basic,50,30,Null
1893,2024-07-25,Basic,50,30,Null
1894,2024-09-13,Basic,50,30,Null
1895,2024-10-24,Pro,200,100,Null
1896,2025-03-01,Basic,50,30,2025-06-07
1897,2024-08-14,Basic,50,30,Null
1898,2025-01-04,Basic,50,30,Null
1899,2024-01-29,Pro,200,100,2025-01-24
1900,2025-03-13,Basic,50,30,2025-05-05
1901,2025-03-17,Enterprise,500,200,Null
1902,2024-07-20,Enterprise,500,200,Null
1903,2024-07-22,Basic,50,30,Null
1904,2024-07-30,Basic,50,30,Null
1905,2024-11-06,Enterprise,500,200,Null
1906,2024-09-06,Enterprise,500,200,Null
1907,2024-11-26,Basic,50,30,Null
1908,2025-06-29,Enterprise,500,200,Null
1909,2024-10-07,Pro,200,100,Null
1910,2024-03-16,Pro,200,100,Null
1911,2024-11-15,Pro,200,100,Null
1912,2024-09-20,Basic,50,30,Null
1913,2024-03-24,Enterprise,500,200,Null
1914,2025-05-31,Enterprise,500,200,Null
1915,2024-11-27,Pro,200,100,Null
1916,2024-10-27,Basic,50,30,Null
1917,2025-02-09,Basic,50,30,Null
1918,2024-06-22,Pro,200,100,2024-12-13
1919,2024-03-09,Basic,50,30,Null
1920,2024-04-11,Pro,200,100,Null
1921,2024-10-29,Enterprise,500,200,Null
1922,2024-05-16,Enterprise,500,200,Null
1923,2025-06-23,Basic,50,30,Null
1924,2024-10-26,Basic,50,30,2025-06-20
1925,2024-03-01,Basic,50,30,Null
1926,2024-01-07,Enterprise,500,200,Null
1927,2024-05-28,Pro,200,100,Null
1928,2025-03-07,Basic,50,30,Null
1929,2024-09-13,Enterprise,500,200,2024-11-18
1930,2024-11-03,Basic,50,30,Null
1931,2024-10-28,Basic,50,30,Null
1932,2024-01-23,Pro,200,100,Null
1933,2024-10-30,Basic,50,30,Null
1934,2025-02-27,Pro,200,100,Null
1935,2024-03-19,Pro,200,100,Null
1936,2025-01-13,Basic,50,30,Null
1937,2024-08-17,Enterprise,500,200,Null
1938,2024-05-09,Basic,50,30,Null
1939,2024-01-22,Basic,50,30,Null
1940,2024-05-28,Basic,50,30,Null
1941,2025-03-23,Basic,50,30,Null
1942,2025-06-21,Basic,50,30,Null
1943,2025-03-17,Pro,200,100,Null
1944,2024-08-31,Enterprise,500,200,Null
1945,2025-04-05,Pro,200,100,Null
1946,2025-06-25,Pro,200,100,Null
1947,2024-04-27,Basic,50,30,Null
1948,2024-12-16,Basic,50,30,Null
1949,2024-06-14,Pro,200,100,Null
1950,2024-04-14,Pro,200,100,Null
1951,2024-05-13,Basic,50,30,2024-11-02
1952,2024-04-15,Pro,200,100,Null
1953,2025-06-20,Basic,50,30,2025-06-30
1954,2024-10-16,Enterprise,500,200,Null
1955,2025-01-12,Pro,200,100,Null
1956,2025-05-11,Basic,50,30,Null
1957,2025-04-13,Pro,200,100,Null
1958,2024-03-22,Enterprise,500,200,Null
1959,2024-07-14,Basic,50,30,Null
1960,2024-01-15,Enterprise,500,200,Null
1961,2024-11-27,Pro,200,100,Null
1962,2024-01-05,Pro,200,100,Null
1963,2024-06-06,Enterprise,500,200,Null
1964,2025-05-21,Enterprise,500,200,Null
1965,2024-01-24,Basic,50,30,2025-06-15
1966,2024-01-22,Pro,200,100,Null
1967,2024-12-11,Pro,200,100,Null
1968,2025-02-15,Enterprise,500,200,Null
1969,2025-03-15,Basic,50,30,Null
1970,2024-12-10,Pro,200,100,2025-06-21
1971,2025-04-05,Enterprise,500,200,Null
1972,2024-11-15,Pro,200,100,Null
1973,2024-09-25,Basic,50,30,Null
1974,2024-10-05,Enterprise,500,200,Null
1975,2024-02-16,Basic,50,30,2024-07-13
1976,2024-09-21,Pro,200,100,Null
1977,2024-09-10,Basic,50,30,Null
1978,2025-05-12,Enterprise,500,200,Null
1979,2025-04-21,Basic,50,30,Null
1980,2025-05-07,Pro,200,100,Null
1981,2024-08-05,Enterprise,500,200,Null
1982,2024-06-19,Basic,50,30,2025-05-22
1983,2024-03-13,Basic,50,30,Null
1984,2024-04-06,Enterprise,500,200,Null
1985,2024-03-29,Basic,50,30,Null
1986,2024-06-17,Enterprise,500,200,2024-11-16
1987,2024-03-30,Enterprise,500,200,Null
1988,2024-11-29,Enterprise,500,200,2025-03-28
1989,2024-08-24,Basic,50,30,Null
1990,2025-04-25,Basic,50,30,Null
1991,2024-11-10,Pro,200,100,Null
1992,2024-05-23,Pro,200,100,Null
1993,2024-06-19,Pro,200,100,Null
1994,2024-01-04,Basic,50,30,Null
1995,2024-01-23,Pro,200,100,Null
1996,2025-02-18,Pro,200,100,Null
1997,2025-02-12,Pro,200,100,Null
1998,2024-01-13,Basic,50,30,Null
1999,2025-04-08,Enterprise,500,200,2025-06-05
2000,2024-07-24,Pro,200,100,Null
